Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler
"Liakroken 14, 5132 Nyborg",2590000,108831,15376,2714207,5886,Leilighet,Andel,3,91 m²,91 m²,3,1978,,"NYBORG | Romslig 4-roms topp- og hjørneleilighet | Garasjeplass | Fine solforhold | Nær butikk, buss, skole og barnehage",Aktiv Arna & Åsane As
"Roselundveien 67A, 1820 Spydeberg",2890000,88814,2978814,2624,0,Leilighet,Eier (Selveier),2,56 m²,59 m²,3,2018,,Pen og moderne leilighet med 2 soverom beliggende i 3. etg. Heis og garasje.,Aktiv Askim
"Korporal Nerdrums vei 3 F, 1960 Løken",2200000,739,66542,2267281,2000,Leilighet,Eier (Selveier),2,66 m²,69 m²,2,2007,,"Bo solrikt og skjermet i Løken sentrum, i en trivelig 3-roms selveier, med vestvendt balkong, ildsted og rekkegarasje.",Aktiv Bjørkelangen
"Hekkveien 1, 0571 Oslo",5400000,442228,19520,5861748,5506,Leilighet,Aksje,3,72 m²,72 m²,1,1955,G - mørkegrønn,"Lekker 4-roms m/sydvendt balkong på ca. 5,5 m². Akonto brensel inkl. i felleskostn. Mulighet for garasje/parkering*",Aktiv Carl Berner
"Christian Michelsens gate 22, 0568 Oslo",4500000,177268,19520,4696788,3683,Leilighet,Aksje,1,56 m²,56 m²,4,1933,G - oransje,"Påkostet & flott 2-roms med gjennomtenkte løsninger og et sjarmerende preg - Originale tregulv, vedovn & solrik balkong",Aktiv Carl Berner
"Olaf Schous vei 23, 0572 Oslo",3910000,80845,111292,4102137,3689,Leilighet,Eier (Selveier),1,51 m²,51 m²,5,1937,G - mørkegrønn,"Innbydende og romslig toppleilighet- Separat kjøkken - Soverom med herlig balkong på 8,5 m²! Bad fra 2015/16 -Parkering*",Aktiv Carl Berner
"Bjørnsons vei 6B, 3117 Tønsberg",2280000,143075,72112,2495187,2790,Leilighet,Eier (Selveier),1,50 m²,53 m²,1,1978,E - rød,Stilfull og nyoppusset 2-roms selveierleilighet med balkong og fast garasjeplass! Sentralt og rolig - flytt rett inn!,Aktiv Eiendomsmegling Tønsberg og Re
"St. Hanshaugen 13 B, 2413 Elverum",1000000,1017797,8032,2025829,8564,Leilighet,Andel,1,72 m²,77 m²,2006.0,C - rød,,Strøken og funksjonell andelsleilighet med egen uteplass. Garasje og heis i bygget. Nær bymarka og sentrumsfasiliteter.,Aktiv Elverum
"Odins gate 14 A, 0266 Oslo",3750000,102589,107842,3960431,2257,Leilighet,Eier (Selveier),1,35 m²,35 m²,1,1898,,"Innbydende, klassisk og gjennomgående 2-roms. Stukkatur, god takhøyde og peisovn. Meget sentral beliggenhet!",Aktiv Frogner
"Trondheimsveien 24 C, 0560 Oslo",4900000,127273,8032,5035305,3629,Leilighet,Andel,2,66 m²,66 m²,3,1895,G - oransje,Klassisk og herskapelig 3-roms- Rosett og stukkatur - Modernisert i 2021 - Peisovn- Sjelden sjanse!,Aktiv Grønland/Bjørvika
"Plogveien 23, 0679 Oslo",3200000,262973,15526,3478499,3190,Leilighet,Andel,1,52 m²,52 m²,3,1958,F - rød,"Gjennomgående 2-roms med vestvendt, solrik balkong - Hyggelig boområde - Kort vei til marka og offentlig transport",Aktiv Grønland/Bjørvika
"Enebakkveien 25B, 0657 Oslo",3790000,80000,8032,3878032,3972,Leilighet,Andel,1,52 m²,52 m²,4,1935,F - mørkegrønn,"Lys, romslig og svært innbydende 2-roms leilighet i 4. etg. Originale, nyslipte tregulv. Utsikt. Mulighet for parkering*",Aktiv Grønland/Bjørvika
"Sørlihagen, 0651 Oslo",5950000,1132,5951132,4092,0,Leilighet,Andel,2,61.9 m²,65.5 m²,2,2021,,"Splitter ny 3-roms med balkong. Beliggenhet i lukket bakgård. Est. ferdig 2022, Q1.",Aktiv Grønland/Bjørvika
"Tuenveien 2 A, 2000 Lillestrøm",1750000,314698,15526,2080224,4570,Leilighet,Andel,1,29 m²,29 m²,1,2004,G - rød,Lys og tiltalende 2-roms endeleilighet med terrasse. P-plass. Perfekt for deg mellom 18-35!,Aktiv Grünerløkka
"Hesselbergs gate 8 C, 0555 Oslo",4000000,259032,8032,4267064,3855,Leilighet,Andel,1,50 m²,50 m²,4,1898,G - rød,Innbydende 2-roms toppleilighet i indre gård. Meget stille & rolig beliggenhet. Flott bakgård - ingen dok.avgift,Aktiv Grünerløkka
"Birch-Reichenwalds gate 27 B, 0483 Oslo",4700000,91751,15981,4807732,3742,Leilighet,Andel,1,58 m²,58 m²,5,1953,F - lysegrønn,"Moderne, lys og gjennomgående 2(3)-roms topp- og endeleilighet. Balkong på 6m². 5. etasje. Fantastisk utsikt!",Aktiv Grünerløkka
"Rosenlundgata 6 A, 0474 Oslo",3700000,69599,19520,3789119,2907,Leilighet,Aksje,1,43 m²,43 m²,1,1932,D - rød,Attraktiv og lys 2-roms med åpen stue- og kjøkkenløsning. Sentral beliggenhet. Perfekt førsteganskjøp. Varmtvann inkl.,Aktiv Grünerløkka
"Låbyveien 47B, 1781 Halden",1670000,472637,8032,2150669,6863,Leilighet,Andel,2,75 m²,85 m²,4,1963,G - mørkegrønn,"Stor, lys hjørneleilighet med herlig innglasset veranda. Sol hele dagen! Velkommen til Låbyveien 47B",Aktiv Halden
"Skappels gate 1 B, 2317 Hamar",2990000,567274,8032,3565306,6167,Leilighet,Andel,2,60 m²,60 m²,5,1957,G - mørkegrønn,Rålekker 3-roms leilighet i toppetasjen med fantastisk mjøsutsikt. Nytt bad og kjøkken. Bør oppleves.,Aktiv Hamar
"Bruvegen 5A, 2312 Ottestad",2750000,8032,2758032,4864,0,Leilighet,Andel,2,67 m²,70 m²,1,2005,E - oransje,Pen 3-roms leilighet i 4.mannsbolig i Sandvika. Utsikt mot Mjøsa. Garasjeplass.,Aktiv Hamar
"Morkvegen 34, 2080 Eidsvoll",2810000,26297,82442,2918739,5363,Leilighet,Eier (Selveier),2,89 m²,89 m²,1,2010,D - mørkegrønn,"Stor 3-roms selveier med to balkonger - seniorbolig 50+ og fantastiske fasiliteter i sameiet som spa, fellesstue, m.m.",Aktiv Jessheim
"Tellusvegen 12C, 2165 Hvam",2990000,18756,86742,3095498,2600,Leilighet,Eier (Selveier),2,67 m²,70 m²,1,2013,,"Stor og fin 3-roms eierleilighet med solrik terrasse og hage. Carport. Gangavstand til butikker, barnehage og skole!",Aktiv Kløfta
"Aage Håkonsens vei 4B, 3610 Kongsberg",1700000,396818,15526,2112344,5995,Leilighet,Andel,2,66 m²,69 m²,1,2004,C - oransje,Flott 3-roms med hage og gode solforhold - Garasje i felles garasjerekke,Aktiv Kongsberg
"Kongens gate 14, 3611 Kongsberg",3000000,86542,3086542,1881,3900,Leilighet,Eier (Selveier),2,63 m²,66 m²,4,2001,D - rød,Pen 3-roms endeleilighet i 4. etasje midt i Kongsberg sentrum - Gangavstand til alle byens fasiliteter,Aktiv Kongsberg
"Eventyrstien 21, 2212 Kongsvinger",1800000,313673,8032,2121705,5327,Leilighet,Andel,3,92 m²,92 m²,1986,F - gul,,Flott 4-roms leilighet med trinnfri adkomst.,Aktiv Kongsvinger
"Øvregaten 7, 5003 Bergen",3490000,98792,3588792,1405,7894,Leilighet,Eier (Selveier),2,49 m²,49 m²,2,1900,,Meget attraktiv og moderne 3-roms eierleilighet midt i Bergen sentrum. Gjennomgående høy standard. Må sees !!,Aktiv Laguneparken
"Brurasteinane 1C, 5360 Kolltveit",3200000,91542,3291542,710,10135,Leilighet,Eier (Selveier),2,65 m²,65 m²,2,2017,,Flott 3-roms leilighet fra 2017 med god beliggenhet på Kolltveit. Solrikt og barnevennlig boligområde. Parkeringsplass.,Aktiv Laguneparken
"Rødberglia 15a, 3267 Larvik",1470000,336516,8032,1814548,4883,Leilighet,Andel,1,48 m²,57 m²,1,1985,G - rød,Rødberg- fin 2 roms andelsleilighet med flott uteplass. Nærhet til sjø og strand.,Aktiv Larvik
"Kjerulfs gate 37D, 2000 Lillestrøm",3790000,106292,3896292,4352,0,Leilighet,Eier (Selveier),2,69 m²,69 m²,3,1962,F - mørkegrønn,"Gjennomgående, luftig og dels oppgradert 3-roms selveier - Lun balkong - Egen p-plass - Fyring og varmtvann inkludert.",Aktiv Lillestrøm
"Høybråtenveien 13B, 1055 Oslo",4190000,5088,116412,4311500,4290,Leilighet,Eier (Selveier),2,79 m²,85 m²,1,1978,D - rød,"Attraktivt beliggende 3-roms selveier i ende med romslig uteplass, vid utsikt og parkering. Rolig og barnevennlig.",Aktiv Lørenskog
"Vetlandsveien 61A, 0685 Oslo",3590000,30900,15526,3636426,3597,Leilighet,Andel,1,56 m²,56 m²,4,1959,G - mørkegrønn,"Lys og moderne 2-roms med solrik, vestvendt balkong. Kort vei til alt! V.vann og fyring inkl.",Aktiv Lørenskog
"Søster Mathildes gate 1, 1461 Lørenskog",2600000,64459,8032,2672491,2376,Leilighet,Andel,1,34 m²,34 m²,1,2005,D - rød,"Lys og moderne 2-roms fra 2005. Perfekt førstegangskjøp! Sentralt, rett ved Triaden kjøpesenter og ca. 15 min fra Oslo!",Aktiv Lørenskog
"Dronningens gate 57, 8514 Narvik",1360000,350818,8032,1718850,5635,Leilighet,Andel,1,50 m²,50 m²,2,1968,G - rød,Andelsleilighet beliggende sentralt i Narvik med 1 soverom og balkong.,Aktiv Narvik
"Fosseveien 5, 8515 Narvik",1300000,564391,8032,1872423,6128,Leilighet,Andel,2,69 m²,76 m²,3,1968,F - rød,NY PRIS! Andelslelighet med to soverom og innglasset balkong. VISNING MANDAG 28.06 ETTER PÅMELDING,Aktiv Narvik
"Fjordgata 1 B, 7300 Orkanger",1650000,137000,8032,1795032,3793,Leilighet,Andel,41 m²,41 m²,2002,E - oransje,Eiet,,Praktisk leilighet i et lite og koselig borettslag på vakre Nerøra. Garasje. Pent boligtun.,Aktiv Orkla
"Nils Paulsens veg 31E, 2072 Dal",2600000,76542,2676542,1500,11588,Leilighet,Eier (Selveier),2,66 m²,71 m²,2,2004,,"Dal: Trivelig endeleilighet i 2. etg med sentral beliggenhet - 2 soverom - parkering - kort vei til bhg, skole og tog!",Aktiv Råholt
"Mosseveien 67, 1610 Fredrikstad",3750000,105292,3855292,2141,0,Leilighet,Eier (Selveier),1,48 m²,52 m²,2021,7293 m² (eiet),,Nyoppført og moderne 2-roms selveierleilighet | God planløsning | Balkong | Garasjeplass | Populær beliggenhet | Utsikt,Aktiv Sarpsborg
"Ovenbakken 14B, 1361 Østerås",5000000,47323,1132,5048455,4113,Leilighet,Andel,3,90 m²,90 m²,3,1968,G - rød,"Gjennomgående 4-roms toppleilighet med vestvendt balkong. Garasje. Moderniseringsbehov. Nær t-bane, marka og senter.",Aktiv St.Hanshaugen/Bislett
"Waldemar Thranes gate 26, 0171 Oslo",6800000,322,181542,6981865,2919,Leilighet,Eier (Selveier),3,68 m²,68 m²,5,1894,G - rød,Råflott lys 4-roms loftsleilighet fra 2013 - god takhøyde - solrik takterrasse. 87m² gulvareal. Mulighet for hybelutleie,Aktiv St.Hanshaugen/Bislett
"Siriskjeret 2, H0505, 4014 Stavanger",2490000,19000,73792,2582792,2452,Leilighet,Eier (Selveier),2,41 m²,44 m²,5,2007,,SIRISKJERET | Lys og lekker selveierleilighet | 2 sov | Arealeffektiv og unik planløsning | Parkering | Balkong,Aktiv Stavanger
"Dronningåsen 73, H0402, 4032 Stavanger",5130000,139792,5269792,2488,8313,Leilighet,Eier (Selveier),2,79 m²,89 m²,4,2003,E - mørkegrønn,"Topp -og endeleilighet m/formidabel utsikt & solforhold. Oppusset overflater, hagestue, parkering m/ladestasjon.",Aktiv Stavanger
"Luftå 27, H0304, 4322 Sandnes",2590000,76292,2666292,3106,0,Leilighet,Eier (Selveier),2,65 m²,69 m²,3.0,2013,,Ganddal - Lys og lekker selveierleilighet - 2 soverom - Parkering i garasjeanlegg - Terrasse med ettermiddagsol,Aktiv Stavanger
"Lundavegen 135, 5690 Lundegrend",900000,34042,934042,125,11584,Leilighet,Eier (Selveier),1,45 m²,45 m²,2.0,1989,D - oransje,Kjekk 2-roms leilegheit med god planløysing og kjekk plassering | Ta kontakt for visning,Aktiv Sunnhordland AS
"Rastastubben 4, 1476 Rasta",2950000,68000,86992,3104992,3090,Leilighet,Eier (Selveier),1,57 m²,57 m²,3,1989,E - oransje,Meget pen og tidsriktig eiet 2-roms - Kjøkken med alle hvitevarer - Stor solrik balkong 14 kvm. - Garasje med el. lader,Aktiv Torshov
"Lørenveien 59A, 0585 Oslo",4450000,124542,4574542,1720,0,Leilighet,Eier (Selveier),2,44 m²,44 m²,8,2018,C - mørkegrønn,"3-roms i 8. etasje på Løren: Stor balkong! Arealsmart planløsning. Bygg fra 2018, med heis. Ypperlig førstegangskjøp!",Aktiv Torshov
"Skåveien 2, 7290 Støren",1700000,54042,1754042,13889,0,Leilighet,Eier (Selveier),2,91 m²,2,1990,2866 m² (eiet),,Praktisk 3- roms selveierleilighet i 2. etasje - Kjøkken fra 2021 - Solrikt og populært område - Altan,Aktiv Trondheim
"Kongens gate 34A, 6002 Ålesund",2090000,63792,2153792,3071,0,Leilighet,Eier (Selveier),1,51 m²,55 m²,3,1918,G - mørkegrønn,Tiltalende og flott 2-roms selveierleilighet oppusset i 2007. Praktisk planløsning | sentralt | heis,Aktiv Ålesund
"Dr. Dedichens vei 118, 0675 Oslo",3500000,126000,15526,3641526,4789,Leilighet,Andel,3,80 m²,80 m²,4,1972,F - rød,Pen 4-roms leilighet | Garasjeplass | Kort til off.komm. | Barnevennlig | Nær marka,Aktiv Østensjø/Lambertseter
"Skøyenåsveien 13, 0686 Oslo",3290000,41000,15526,3346526,2414,Leilighet,Andel,44 m²,44 m²,1,1954,G - lysegrønn,,Meget pen og romslig 1 roms hjørneleilighet med stor alkove - Flott balkong på hele 9 m² med utsikt og gode solforhold,Aktiv Østensjø/Lambertseter
"Klipevegen 23, 6230 Sykkylven",2450000,73070,2523070,445,9187,Leilighet,Eier (Selveier),2,75 m²,75 m²,1,2006,,"3-roms selveierleilighet med god standard, garasjeplass og nydelig utsikt!",Aursnes & Partners Eiendomsmegling
"Skåtaberget 27D, 6010 Ålesund",2050000,60242,2110242,5461,0,Leilighet,Eier (Selveier),1,47 m²,52 m²,2,2001,E - rød,Pen 2-roms selveierleilighet i populært boligområde - Flott utsikt og meget gode solforhold - Garasje,Aursnes & Partners Eiendomsmegling Ålesund AS
"Slemdalsgata 10D, 3717 Skien",1890000,55492,1945492,10084,0,Leilighet,Eier (Selveier),2,60 m²,62 m²,2.0,1992,F - oransje,Lys og tiltalende selveierleilighet med 2 soverom - Vestvendt veranda med gode solforhold - Sentral beliggenhet,BEST EIENDOMSMEGLER AS
"Asperudtoppen 11, 1258 Oslo",3980000,318437,1168,4299605,5156,Leilighet,Andel,4,99 m²,102 m²,1.0,1981,G - mørkegrønn,"HOLMLIA: Gjennomgående, lys og romslig 4(5)-roms leilighet - Markterrasse & hage - Oppussingsobjekt - Trappefri adkomst.",BOA Eiendomsmegling Oslo Vest AS
"Storgaten 3, 3. etasje, 3126 Tønsberg",2190000,65270,2255270,8500,0,Leilighet,Eier (Selveier),1,43 m²,43 m²,3,1894,G - rød,SENTRUM - Utrolig koselig loftsleilighet med pent kjøkken! - Kort vei til alt - Perfekt førstegangskjøp eller utleie!,Bakke Sørvik & Partners
"Emil Korsmos vei 20, 0678 Oslo",3500000,263221,8662,3771883,3700,Leilighet,Andel,1,52 m²,52 m²,4,1958,F - rød,"MANGLERUD/HØYENHALL: Attraktiv 2-roms med balkong på ca. 7kvm. Baderom oppusset 2021. Tilbaketrukket, men sentralt!",Boa Eiendomsmegling Oslo Øst
"Nordstrandveien 32 C, 1163 Oslo",7950000,207528,8157528,2730,0,Leilighet,Eier (Selveier),2,90 m²,90 m²,2,1923,,"NORDSTRAND: Klassisk, lys og luftig 3-roms leilighet med 5kvm terrasse. Oppusset 2014/2019. Parkeringsplass m/el.",Boa Eiendomsmegling Oslo Øst
"Ivar Aasens veg 2, 7804 Namsos",1690000,151912,5032,1846944,4150,Leilighet,Andel,2,63 m²,67 m²,1953,G - gul,,Bjørum - Andelsleilighet i horisontaldelt tomannsbolig. 2.etasje med solrik balkong. Moderne og tiltalende stil.,Boli Eiendomsmegling AS
"Finn Christiansens veg 11D, 7804 Namsos",850000,27500,29762,907262,500,Leilighet,Eier (Selveier),41 m²,43 m²,2,1925,G - rød,,"Namsos, 2-roms selveierleilighet i 2. etg. med gangavstand til Nord universitetet, sykehuset og sentrum.",Boli Eiendomsmegling AS
"Rustabakken 9, 4027 Stavanger",750000,2152500,1168,2903668,4407,Leilighet,Andel,1,59 m²,59 m²,2014,C - mørkegrønn,,"Tasta / Stavanger, 2-roms andelsleilighet med garasjeplass, balkong og heis",Codex Advokat Oslo AS
"Sognaveien 10B toppleilighet (6. etg), 3404 Lier",5500000,3308,0,5500000,4900,Leilighet,Eier (Selveier),3,129 m²,133 m²,2018,B - rød,,LIER - Ny lekker 4-roms toppleilighet i moderne terrassehus - fantastisk utsikt mot Drammensfjorden og Lierdalen,Dialog Eiendomsmegling AS avd Drammen
"Danvikgata 20 A, 3045 Drammen",2190000,670416,6900,2867316,4940,Leilighet,Aksje,1,39 m²,41 m²,3,1969,E - rød,STRØMSØ / NYBYEN - Pen 2-roms leilighet med fin utsikt og romslig balkong - ingen gjenboere - heis - gåavstand til alt,Dialog Eiendomsmegling AS avd Drammen
"Tors vei 40A, 3040 Drammen",1690000,31820,8110,1729930,1750,Leilighet,Andel,31 m²,31 m²,3,1973,E - rød,,Lys og trivelig 1-roms leilighet i Tors vei med flott utsikt mot fjorden - Rolig og barnevennlig område - Nær marka,Dialog Eiendomsmegling AS avd Drammen
"Michael Berentsens gate 4, 4014 Stavanger",3500000,96520,3596520,3596520,0,Leilighet,Eier (Selveier),2,89 m²,89 m²,1919,G - rød,,Attraktiv leilighet over to plan - Renovert i 2015 - PÅMELDINGSVISNING,EIE eiendomsmegling - Espen Eide & Partnere AS
"Stokkaveien 21, 4024 Stavanger",3450000,100890,3550890,2463,6444,Leilighet,Eier (Selveier),2,62 m²,62 m²,1,2010,D - rød,"Nydelig 3-roms selveierleilighet med romslig, skjermet og solrik uteplass - Parkering i anlegg - Felles takterrasse",EIE eiendomsmegling - Rogaland Eiendomsmegling AS
"Blakstadmarka 26, 1386 Asker",3450000,95270,3545270,2849,0,Leilighet,Eier (Selveier),2,51 m²,53 m²,1,2019,D - mørkegrønn,"Innbydende, lys 3-roms med 17 kvm terrasse - Garasje - Bal. ventilasjon/vannbåren gulvvarme - Fyring inkl. i felleskost.",EIE eiendomsmegling Asker
"Rødsgrenda 26, 1389 Heggedal",4790000,34153,129640,4953793,3326,Leilighet,Eier (Selveier),3,105 m²,111 m²,2,2011,B - rød,Lys og fin 4-roms endeleilighet i naturskjønne omgivelser. Vestvendt og solrik balkong. Carport med lader. Barnevennlig.,EIE eiendomsmegling Asker
"Trevaren 3, 1389 Heggedal",4999000,133990,5132990,3727,0,Leilighet,Eier (Selveier),2,76 m²,79 m²,2,2020,B - mørkegrønn,"Ny 3-roms leilighet med to bad, høy standard, og stor solrik terrasse. Tre min. til tog/ buss.",EIE eiendomsmegling Asker
"Sanddalsvegen 9B, 5221 Nesttun",4490000,121270,4611270,4222,9368,Leilighet,Eier (Selveier),1,82 m²,85 m²,3,2013,C - rød,"Nesttun | Strøken leilighet i bygg fra 2013. Fast garasjeplass, 2 bad, peis, balkong på 10 kvm og Selvaag pluss konsept!",EIE eiendomsmegling Bergen
"Ture Nermans vei 45, 5143 Fyllingsdalen",2450000,523900,15354,2989254,6096,Leilighet,Andel,2,74 m²,74 m²,10,1963,F - rød,"Fyllingsdalen | Lekker leilighet i 10. etasje med vestvendt balkong, fantastisk utsikt og gode solforhold!",EIE eiendomsmegling Bergen Vest
"Florvågbakken 43, 5305 Florvåg",2080000,61020,2141020,2000,15195,Leilighet,Eier (Selveier),2,64 m²,85 m²,2,1957,G - gul,Florvåg | Lys og fin 3-roms leilighet med egen altan. Kort vei til skoler og barnehage.,EIE eiendomsmegling Bergen Vest
"Helleveien 128, 5039 Bergen",2990000,83770,3073770,2006,6132,Leilighet,Eier (Selveier),1,51 m²,51 m²,4.0,1953,G - oransje,"Strøken 2-roms, nyoppusset i 2021. Nytt kjøkken, helsparklet, fiskebensparkett. Felles hage og parkering, like ved NHH.",EIE eiendomsmegling Bergen Vest
"Bjørgelien 11A, 5141 Fyllingsdalen",3990000,108770,4098770,1282,7423,Leilighet,Eier (Selveier),3,81 m²,81 m²,1,2017,C - rød,Fyllingsdalen | Strøken 4-roms leilighet med moderne kvaliteter. Sentral beliggenhet i barnevennlige omgivelser.,EIE eiendomsmegling Bergen Vest
"Lyngfaret 70A, 5172 Loddefjord",2090000,412000,8010,2510010,5135,Leilighet,Andel,1,54 m²,57 m²,1.0,1974,,"Bergen Vest | Strøken 2-roms med vestvendt terrasse. Bad, rør og gulv fra 19/21. Garasje. Varmtvann inkl. felles kost",EIE eiendomsmegling Bergen Vest
"Paal Bergs vei 44, 1348 Rykkinn",3800000,95925,8010,3903935,3286,Leilighet,Andel,2,69 m²,69 m²,2,1970,G - rød,Moderne og attraktiv 3-roms leilighet med veranda- Bad fra 2016 - Innbydende kjøkken - Garasje - Sentralt område.,EIE eiendomsmegling Bærum
"Karl Staaffs vei 7, 0665 Oslo",3650000,217855,8010,3875865,4087,Leilighet,Andel,2,68 m²,75 m²,4,1954,G - mørkegrønn,"3-roms med flott intern beliggenhet - Vestvendt, innglasset balkong - Mulighet for garasje - Ingen forkjøpsrett",EIE eiendomsmegling Ensjø
"Holbergs gate 11b, 0166 Oslo",3490000,126000,99420,3715420,3364,Leilighet,Eier (Selveier),1,36 m²,36 m²,1892,G - rød,,"BISLETT | Fresh & fin 2-roms med sentral beliggenhet ved OsloMET i skjermet bakgård. Vinduer, gulv & overflater fra 2021",EIE eiendomsmegling Frogner
"Smedgata 41B, 0651 Oslo",2990000,55553,8010,3053563,1492,Leilighet,Andel,29 m²,29 m²,1,1892,G - rød,,Lekker og arealeffektiv 1-roms med attraktiv og sentral beliggenhet med kort vei til ''alt''. Supert førstegangskjøp!,EIE eiendomsmegling Frogner
"Landgangen 3, 0252 Oslo",5890000,156270,6046270,3099,0,Leilighet,Eier (Selveier),1,41 m²,45 m²,6,2012,D - mørkegrønn,"TJUVHOLMEN | Fantastisk flott 2-roms på Holmen med god standard, heis, balkong og herlig sjøutsikt! Felles takterrasse!",EIE eiendomsmegling Frogner
"Torggata 133B, 2317 Hamar",7490000,12965,7502965,7913,0,Leilighet,Andel,4,135 m²,135 m²,4,2008,D - mørkegrønn,HAMAR - Svært innbydende 5-roms hjørneleilighet med flere uteplasser. Heis og garasjeplass.,EIE eiendomsmegling Hamar
"Midtvegen 131, 2320 Furnes",3550000,97770,3647770,2495,16680,Leilighet,Eier (Selveier),2,80 m²,80 m²,2,2018,D - mørkegrønn,FURNES/HAMARGRENSA - Lekker leilighet med hyggelig beliggenhet. Moderne standard. Fine sol- og utsiktsforhold. Carport.,EIE eiendomsmegling Hamar
"Odins veg 3, 2214 Kongsvinger",1950000,257010,8010,2215020,4131,Leilighet,Andel,2,73 m²,93 m²,1,1972,E - rød,Flott 3-roms i høy 1. etg. på Langeland! * Garasje * Innglasset balkong,EIE eiendomsmegling Kongsvinger
"Blystadringen 10B, 2014 Blystadlia",3325000,214642,15504,3555146,4557,Leilighet,Andel,3,83 m²,83 m²,4,1978,F - rød,Pen 4-roms toppleilighet med flott utsikt og ingen innsyn! Nærhet til marka. Attraktivt og barnevennlig. Garasje.,EIE eiendomsmegling Lillestrøm
"Hellaveien 29F, 2013 Skjetten",3250000,55000,8010,3313010,4156,Leilighet,Andel,3,77 m²,77 m²,2,1961,F - rød,Lys og tiltalende 4-roms med populær beliggenhet! Solrik & stor balkong på 16 m2. Meget pent kjøkken. 3 soverom.,EIE eiendomsmegling Lillestrøm
"Turbinveien 3, 0195 Oslo",3800000,1656000,15504,5471504,8257,Leilighet,Andel,2,62 m²,62 m²,6,2009,B - lysegrønn,"Tiltalende 3-roms leilighet med solrik balkong, garasje og heisadkomst. Felles takterrasse. ""Alt"" inkl. i felleskost.",EIE eiendomsmegling Løren
"Selvbyggerveien 145, 0591 Oslo",4500000,131785,15460,4647245,4386,Leilighet,Andel,2,67 m²,67 m²,3,1953,F - mørkegrønn,Innbydende 3-roms leilighet med vestvendt balkong og flott utsikt - Garasje - God intern beliggenhet - Marka som nabo!,EIE eiendomsmegling Løren
"Professor Dahls gate 52, 0260 Oslo",2450000,21833,69540,2541373,1214,Leilighet,Eier (Selveier),16 m²,16 m²,1,1935,G - mørkegrønn,,Arealeffektiv 1-roms eierseksjon | Nytt baderom i 2017 | Attraktiv beliggenhet | Lave felleskostnader,EIE eiendomsmegling Majorstuen
"Hovseterveien 96, 0768 Oslo",5430000,251817,15460,5697277,5260,Leilighet,Andel,2,79 m²,79 m²,10,1976,G - rød,Rålekker topp -/hjørne leilighet på Hovseter/Røa | Solrik balkong | Panorama utsikt | Heis | Garasje | Rolig og sentralt,"EIE eiendomsmegling Røa, Skøyen og Ullern"
"Rådhusgata 17, 3211 Sandefjord",4750000,127770,4877770,3100,0,Leilighet,Eier (Selveier),3,95 m²,98 m²,2.0,2003,C - oransje,Flott selveierleilighet midt i byen med 3 soverom! Gjennomgående med to uteplasser. Heis og garasje,EIE eiendomsmegling Sandefjord
"Ramstad terrasse 3, 1405 Langhus",6700000,176520,6876520,3171,10811,Leilighet,Eier (Selveier),3,128 m²,128 m²,3,2002,D - rød,Stor endeleilghet med vestvendt terrasse på ca 27 m² | To Garasjeplasser (en med el lader) | Flott utsikt | Heis.,EIE eiendomsmegling Ski
"Eiksveien 60, 1361 Østerås",4950000,27131,133440,5110571,4643,Leilighet,Eier (Selveier),3,82 m²,82 m²,4,1954,G - mørkegrønn,ØSTERÅS/ EIKSMARKA - Oppussingsobjekt - Endeleilighet i 4. etasje - Flott utsikt - Attraktivt område - Nær T-bane,EIE eiendomsmegling Stabekk
"Døvlehavna 18, 3160 Stokke",2190000,231807,8010,2429817,5292,Leilighet,Andel,2,78 m²,78 m²,1,1989,F - oransje,"*BUD INNKOMMET* Lettstelt rekkehus med alt på én flate for deg over 50 år. Kjøkken fra 2021, garasje, hageflekk",EIE eiendomsmegling Stokke
"Tokerudberget 5, 0986 Oslo",2500000,141000,75040,2716040,4062,Leilighet,Eier (Selveier),1,46 m²,47 m²,3,1971,D - rød,2-roms selveier med garasjeplass - V.v. inkl. - Flott utsikt - Nær Stovner senter og T-bane - Oppussingsbehov,EIE eiendomsmegling Stovner
"Henrik Sørensens vei 8, 1065 Oslo",3350000,125000,15504,3490504,3059,Leilighet,Andel,2,70 m²,84 m²,3,1972,E - rød,Pen og arealeffektiv 3 roms toppleilighet med innglasset balkong - Garasjeplass - Attraktiv beliggenhet - Nær marka!,EIE eiendomsmegling Stovner
"Tokerudberget 5, 0986 Oslo",2500000,141000,75040,2716040,4062,Leilighet,Eier (Selveier),1,46 m²,47 m²,3.0,1971,D - rød,2-roms selveier med garasjeplass - V.v. inkl. - Flott utsikt - Nær Stovner senter og T-bane - Oppussingsbehov,EIE eiendomsmegling Stovner
"Tomasjordnes 41, 9024 Tomasjord",2780000,77098,2857098,3166,0,Leilighet,Eier (Selveier),1,39 m²,43 m²,2016,C - rød,,"Lys, moderne og arealeffektiv to-roms selveierleilighet på Tomasjordnes. Garasje. Heis. God standard.",EIE eiendomsmegling Tromsø
