Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,sentrum,toppleilighet,By,Alder,simp_megler,Energimerking_encoded,Aksje,Andel,Selveier
"Midtvegen 131, 2320 Furnes",3550000,97770,0,3647770,1390.0,Selveier,2,80.0,80.0,2,2018,D - mørkegrønn,FURNES/HAMARGRENSA - Lekker leilighet med hyggelig beliggenhet. Moderne standard. Fine sol- og utsiktsforhold. Carport.,EIE eiendomsmegling Hamar,0,1,0,0,0,0,0,Furnes,3,EIE Eiendomsmegling,17.0,0,0,1
"Odins veg 3, 2214 Kongsvinger",1950000,257010,8010,1950000,4131.0,Andel,2,73.0,93.0,1,1972,E - rød,Flott 3-roms i høy 1. etg. på Langeland! * Garasje * Innglasset balkong,EIE eiendomsmegling Kongsvinger,1,0,1,0,0,0,0,Kongsvinger,49,EIE Eiendomsmegling,10.0,0,1,0
"Blystadringen 10B, 2014 Blystadlia",3325000,214642,15504,3325000,4557.0,Andel,3,83.0,83.0,4,1978,F - rød,Pen 4-roms toppleilighet med flott utsikt og ingen innsyn! Nærhet til marka. Attraktivt og barnevennlig. Garasje.,EIE eiendomsmegling Lillestrøm,0,1,1,0,0,0,1,Blystadlia,43,EIE Eiendomsmegling,6.0,0,1,0
"Hellaveien 29F, 2013 Skjetten",3250000,55000,8010,3250000,4156.0,Andel,3,77.0,77.0,2,1961,F - rød,Lys og tiltalende 4-roms med populær beliggenhet! Solrik & stor balkong på 16 m2. Meget pent kjøkken. 3 soverom.,EIE eiendomsmegling Lillestrøm,1,0,0,0,0,0,0,Skjetten,60,EIE Eiendomsmegling,6.0,0,1,0
"Turbinveien 3, 0195 Oslo",3800000,1656000,15504,3800000,8257.0,Andel,2,62.0,62.0,6,2009,B - lysegrønn,"Tiltalende 3-roms leilighet med solrik balkong, garasje og heisadkomst. Felles takterrasse. ""Alt"" inkl. i felleskost.",EIE eiendomsmegling Løren,1,0,1,1,0,0,0,Oslo,12,EIE Eiendomsmegling,29.0,0,1,0
"Selvbyggerveien 145, 0591 Oslo",4500000,131785,15460,4500000,4386.0,Andel,2,67.0,67.0,3,1953,F - mørkegrønn,Innbydende 3-roms leilighet med vestvendt balkong og flott utsikt - Garasje - God intern beliggenhet - Marka som nabo!,EIE eiendomsmegling Løren,1,1,1,0,0,0,0,Oslo,68,EIE Eiendomsmegling,8.0,0,1,0
"Professor Dahls gate 52, 0260 Oslo",2450000,21833,69540,2450000,1214.0,Selveier,1,16.0,16.0,0,1935,G - mørkegrønn,Arealeffektiv 1-roms eierseksjon | Nytt baderom i 2017 | Attraktiv beliggenhet | Lave felleskostnader,EIE eiendomsmegling Majorstuen,0,0,0,0,0,0,0,Oslo,86,EIE Eiendomsmegling,3.0,0,0,1
"Hovseterveien 96, 0768 Oslo",5430000,251817,15460,5430000,5260.0,Andel,2,79.0,79.0,10,1976,G - rød,Rålekker topp -/hjørne leilighet på Hovseter/Røa | Solrik balkong | Panorama utsikt | Heis | Garasje | Rolig og sentralt,"EIE eiendomsmegling Røa, Skøyen og Ullern",1,1,1,1,0,1,0,Oslo,45,EIE Eiendomsmegling,1.0,0,1,0
"Rådhusgata 17, 3211 Sandefjord",4750000,127770,0,4877770,532.375,Selveier,3,95.0,98.0,2,2003,C - oransje,Flott selveierleilighet midt i byen med 3 soverom! Gjennomgående med to uteplasser. Heis og garasje,EIE eiendomsmegling Sandefjord,0,0,1,1,0,0,0,Sandefjord,18,EIE Eiendomsmegling,21.0,0,0,1
"Ramstad terrasse 3, 1405 Langhus",6700000,176520,0,6876520,900.9166666666666,Selveier,3,128.0,128.0,3,2002,D - rød,Stor endeleilghet med vestvendt terrasse på ca 27 m² | To Garasjeplasser (en med el lader) | Flott utsikt | Heis.,EIE eiendomsmegling Ski,0,1,1,1,0,0,0,Langhus,19,EIE Eiendomsmegling,15.0,0,0,1
"Eiksveien 60, 1361 Østerås",4950000,27131,133440,4950000,4643.0,Selveier,3,82.0,82.0,4,1954,G - mørkegrønn,ØSTERÅS/ EIKSMARKA - Oppussingsobjekt - Endeleilighet i 4. etasje - Flott utsikt - Attraktivt område - Nær T-bane,EIE eiendomsmegling Stabekk,0,1,0,0,0,0,0,Østerås,67,EIE Eiendomsmegling,3.0,0,0,1
"Døvlehavna 18, 3160 Stokke",2190000,231807,8010,2190000,5292.0,Andel,2,78.0,78.0,1,1989,F - oransje,"*BUD INNKOMMET* Lettstelt rekkehus med alt på én flate for deg over 50 år. Kjøkken fra 2021, garasje, hageflekk",EIE eiendomsmegling Stokke,0,0,1,0,0,0,0,Stokke,32,EIE Eiendomsmegling,7.0,0,1,0
"Tokerudberget 5, 0986 Oslo",2500000,141000,75040,2500000,4062.0,Selveier,1,46.0,47.0,3,1971,D - rød,2-roms selveier med garasjeplass - V.v. inkl. - Flott utsikt - Nær Stovner senter og T-bane - Oppussingsbehov,EIE eiendomsmegling Stovner,0,1,1,0,0,0,0,Oslo,50,EIE Eiendomsmegling,15.0,0,0,1
"Henrik Sørensens vei 8, 1065 Oslo",3350000,125000,15504,3350000,3059.0,Andel,2,70.0,84.0,3,1972,E - rød,Pen og arealeffektiv 3 roms toppleilighet med innglasset balkong - Garasjeplass - Attraktiv beliggenhet - Nær marka!,EIE eiendomsmegling Stovner,1,0,1,0,0,0,1,Oslo,49,EIE Eiendomsmegling,10.0,0,1,0
"Tokerudberget 5, 0986 Oslo",2500000,141000,75040,2500000,4062.0,Selveier,1,46.0,47.0,3,1971,D - rød,2-roms selveier med garasjeplass - V.v. inkl. - Flott utsikt - Nær Stovner senter og T-bane - Oppussingsbehov,EIE eiendomsmegling Stovner,0,1,1,0,0,0,0,Oslo,50,EIE Eiendomsmegling,15.0,0,0,1
"Tomasjordnes 41, 9024 Tomasjord",2780000,77098,0,2857098,321.2416666666667,Selveier,1,39.0,43.0,0,2016,C - rød,"Lys, moderne og arealeffektiv to-roms selveierleilighet på Tomasjordnes. Garasje. Heis. God standard.",EIE eiendomsmegling Tromsø,0,0,1,1,0,0,0,Tomasjord,5,EIE Eiendomsmegling,20.0,0,0,1
"Strandvegen 104C, 9006 Tromsø",4200000,113848,0,4313848,747.6666666666666,Selveier,2,72.0,72.0,2,2014,C - rød,"3-roms eierseksjon på Strandkanten med flotte fellesfasiliteter som gjesterom, trimrom og verktøyrom.",EIE eiendomsmegling Tromsø,0,0,0,0,0,0,0,Tromsø,7,EIE Eiendomsmegling,20.0,0,0,1
"Lossiusvegen 24C, 7045 Trondheim",4850000,130270,0,4980270,1675.6666666666667,Selveier,3,106.0,106.0,1,1936,B - rød,Særdeles tiltalende og rehabilitert selveierleilighet på to plan med et bruksareal på 106 kvm.,EIE eiendomsmegling Trondheim,0,0,0,0,0,0,0,Trondheim,85,EIE Eiendomsmegling,26.0,0,0,1
"Nedre Bakklandet 56, 7014 Trondheim",3590000,98770,0,3688770,345.6666666666667,Selveier,4,40.0,43.0,0,2009,D - rød,Moderne & etterspurt 2-roms selveierleil. fra 2009. Sentral beliggenhet med balkong. P-plass i kjeller & lave fellesutg.,EIE eiendomsmegling Trondheim,1,0,0,0,0,0,0,Trondheim,12,EIE Eiendomsmegling,15.0,0,0,1
"Rødtvetveien 65, 0955 Oslo",3500000,59191,8010,3500000,3234.0,Andel,2,55.0,55.0,2,1961,F - lysegrønn,Lekker 3-roms m/ solrik innglasset balkong. Pusset opp i 2016. Sentral beliggenhet nær marka. Vv & fyring inkl!,EIE eiendomsmegling Veitvet,1,0,0,0,0,0,0,Oslo,60,EIE Eiendomsmegling,9.0,0,1,0
"Vesteråsveien 34c, 0382 Oslo",6975000,336000,184140,6975000,5535.0,Selveier,3,100.0,100.0,4,1977,G - rød,ØVRE ULLERN: Topp ende/hjørneleilighet med flott panorama over hyggelig nærmiljø og til fjorden.,EIE eiendomsmegling Vinderen,0,0,0,0,0,0,0,Oslo,44,EIE Eiendomsmegling,1.0,0,0,1
"Lunden 11B, 0598 Oslo",5200000,114405,0,5314405,476.6875,Selveier,3,70.0,81.0,3,1963,G - mørkegrønn,"Delikat 4-roms endeleilighet m/solrik, innglasset balkong (11 kvm). Oppusset i 2021.""Alt"" inkl. i felleskost. Parkering*",EIE eiendomsmegling Wekre og Partnere,1,0,0,0,1,0,0,Oslo,58,EIE Eiendomsmegling,3.0,0,0,1
"Askergata 2, 0475 Oslo",6400000,80934,171770,6400000,4883.0,Selveier,2,71.0,71.0,2,1966,E - gul,"Lekker, nyoppusset 3-roms hjørneleil. m/ balkong, heis og garasje. Nytt HTH kjøkken og bad fra 2021. Stille og skjermet",EIE eiendomsmegling Wekre og Partnere,1,0,1,1,0,0,0,Oslo,55,EIE Eiendomsmegling,14.0,0,0,1
"Latinskolegata 6, 6004 Ålesund",1650000,2057,0,1650000,8.570833333333333,Selveier,2,48.0,48.0,4,1918,F - rød,BUD MOTTATT-Pen 3-roms selveierleilighet i Ålesund sentrum | Lave felleskostnader | Utsikt mot grøntareal | Rolig område,EIE eiendomsmegling Ålesund,0,1,0,0,0,1,0,Ålesund,103,EIE Eiendomsmegling,6.0,0,0,1
"Peder Nilsens gate 17C, 2321 Hamar",3490000,88622,0,3578622,583.3333333333334,Selveier,3,87.0,98.0,1,2017,B - oransje,HAMAR | Nyere og lekker 4-roms leilighet | Lave felleskostnader | Carport | Sentralt og barnevennlig |,EiendomsMegler 1 - Hamar,0,0,0,0,0,1,0,Hamar,4,EiendomsMegler 1,27.0,0,0,1
"Ekreskogen 30D, 2390 Moelv",2450000,62622,0,2512622,1430.8333333333333,Selveier,3,70.0,70.0,1,1992,F - oransje,Pen selveierleilighet på hovedplan i 4-mannsbolig - Nytt kjøkken i 2016 - Garasjeplass - 3 soverom,EiendomsMegler 1 - Moelv,0,0,1,0,0,0,0,Moelv,29,EiendomsMegler 1,7.0,0,0,1
"Almemoen 61C, 3516 Hønefoss",2550000,17899,65570,2550000,1350.0,Selveier,2,48.0,50.0,2,2019,C - mørkegrønn,Moderne og lettstelt 3-roms leilighet fra 2019 med attraktiv beliggenhet. Egen P-plass og 2 terrasser.,EiendomsMegler 1 - Ringerike,0,0,0,0,0,0,0,Hønefoss,2,EiendomsMegler 1,22.0,0,0,1
"Valhallveien 3A, 3518 Hønefoss",2750000,196150,7185,2750000,4230.0,Andel,2,84.0,88.0,1,1976,E - rød,Gjennomgående og delikat leilighet - garasje i parkeringskjeller og gode oppbevaringsmuligheter - innflyttningsklart,EiendomsMegler 1 - Ringerike,0,0,1,0,1,0,0,Hønefoss,45,EiendomsMegler 1,10.0,0,1,0
"Hattemaker Knudsens vei 3B, 3513 Hønefoss",1200000,673844,7185,1200000,7501.0,Andel,2,68.0,72.0,2,1957,G - mørkegrønn,3-roms leilighet over to plan med fantastisk utsikt over Hønefoss Sentrum,EiendomsMegler 1 - Ringerike,0,1,0,0,0,1,0,Hønefoss,64,EiendomsMegler 1,3.0,0,1,0
"Haldenveien 8, 3515 Hønefoss",1450000,201472,7185,1450000,4804.0,Andel,1,52.0,66.0,2,1962,F - mørkegrønn,2-roms blokkleilighet med innvendig oppgraderingsbehov,EiendomsMegler 1 - Ringerike,0,0,0,0,0,0,0,Hønefoss,59,EiendomsMegler 1,8.0,0,1,0
"Bekkevegen 4E, 2420 Trysil",2000000,51372,0,2051372,808.8333333333334,Selveier,2,64.0,64.0,2,2003,D - oransje,"Koselig sentrumsnær leilighet med 2 soverom, balkong og carport. Gangavstand til skoler og alle fasiliteter i sentrum.",EiendomsMegler 1 - Trysil,1,0,0,0,0,1,0,Trysil,18,EiendomsMegler 1,16.0,0,0,1
"Taterudbakken 15B, 2160 Vormsund",2690000,68622,0,2758622,889.1666666666666,Selveier,2,75.0,75.0,2,2009,D - oransje,VORMSUND - 3 ROMS SELVEIER - Endeleilighet med gode solforhold - Garasje - Kort gåavstand til Amfisenteret.,EiendomsMegler 1 - Årnes,0,0,1,0,0,0,0,Vormsund,12,EiendomsMegler 1,16.0,0,0,1
"Kaprifolveien 32, 3408 Tranby",3100000,78874,0,3178874,318.3333333333333,Selveier,2,64.0,68.0,1,1988,E - oransje,Pen og nyoppusset 3-roms selveier rekkehusleilighet - terrasse - vedovn - garasje - biloppstillingsplass.,EiendomsMegler 1 Asker,0,0,1,0,0,0,0,Tranby,33,EiendomsMegler 1,11.0,0,0,1
"Enerveien 8A, 1812 Askim",1700000,333552,1210,1700000,4028.0,Andel,1,48.0,52.0,2,1970,G - rød,Lys og fin 2-roms andelsleilighet | Solrik balkong |Fin utsikt over nærområdet | Populært og barnevennlig område!,EiendomsMegler 1 Askim,1,1,0,0,0,0,0,Askim,51,EiendomsMegler 1,1.0,0,1,0
"Strimmelen 42, 5097 Bergen",2590000,197875,8304,2590000,4995.0,Andel,2,63.0,63.0,3,1957,F - oransje,3-roms toppleilighet med attraktiv beliggenhet på Landås. Stor solrik altan med nydelig utsikt.,EiendomsMegler 1 BOB,0,1,0,0,0,0,1,Bergen,64,EiendomsMegler 1,7.0,0,1,0
"Damsgårdsveien 75, 5058 Bergen",3290000,83490,0,3373490,756.6666666666666,Selveier,1,48.0,48.0,2,2017,B - mørkegrønn,Strøken 2-roms leilighet med sentral beliggenhet. Vestvendt balkong. Felles takterrasse. Heis,EiendomsMegler 1 Bergen,1,0,0,1,0,0,0,Bergen,4,EiendomsMegler 1,28.0,0,0,1
"Nylundsveien 27, 5162 Laksevåg",2490000,63420,0,2553420,264.25,Selveier,2,51.0,52.0,2,1938,G - oransje,Innbydende 3-roms leilighet med sentral beliggenhet på Laksevåg! Stort uinnredet loft på 50m². Fantastisk utsikt,EiendomsMegler 1 Bergen,0,1,0,0,0,0,0,Laksevåg,83,EiendomsMegler 1,2.0,0,0,1
"Slettebakksveien 48, 5093 Bergen",2750000,272568,960,2750000,4574.0,Andel,1,60.0,60.0,2,1950,F - oransje,"Urban, sjarmerende 3-roms med sentral beliggenhet. Egen solrik balkong og vedovn. Enkelt overførbar til 2 soverom.",EiendomsMegler 1 Bergen,1,0,0,0,0,0,0,Bergen,71,EiendomsMegler 1,7.0,0,1,0
"Laboratorieveien 10, 3077 Sande i Vestfold",4150000,11996,105440,4150000,2061.0,Selveier,2,64.0,67.0,3,2010,D - mørkegrønn,Meget pen hjørneleilighet med flott sjøutsikt|2 Balkonger|Solrikt|2 soverom|God intern beliggenhet|Garasje,EiendomsMegler 1 Drammen,1,1,1,0,0,0,0,Vestfold,11,EiendomsMegler 1,17.0,0,0,1
"Hauges gate 10, 3019 Drammen",4750000,11144,120170,4750000,4016.0,Selveier,1,83.0,85.0,5,1998,D - rød,Romslig og praktisk leilighet i 5. etasje med 2 balkonger | Oppussingsobjekt | Her bor du midt i byen!,EiendomsMegler 1 Drammen,1,0,0,0,0,0,0,Drammen,23,EiendomsMegler 1,15.0,0,0,1
"Hjortveien 15C, 4373 Egersund",1900000,48670,0,1948670,202.79166666666666,Selveier,1,62.0,77.0,2,2012,B - rød,*NY PRIS* Velholdt fin leilighet!,EiendomsMegler 1 Egersund,0,0,0,0,0,0,0,Egersund,9,EiendomsMegler 1,26.0,0,0,1
"Sandsliåsen 45, 5254 Sandsli",3290000,83420,0,3373420,872.3333333333334,Selveier,1,62.0,67.0,2,2016,C - mørkegrønn,"Lekker 2-roms leilighet fra 2016 med balkong, kontor, heis i bygget og nærhet til bybane. Fast parkeringplass i garasje!",EiendomsMegler 1 Fana,1,0,1,1,1,0,0,Sandsli,5,EiendomsMegler 1,22.0,0,0,1
"Gymnasvegen 28, 3550 Gol",2390000,61150,0,2451150,254.79166666666666,Selveier,3,92.0,94.0,3,2017,D - rød,"Romslig leilighet, midt i Gol sentrum med 3 soverom, stor terrasse, gode solforhold, etc.",EiendomsMegler 1 Fjellmegleren,0,0,0,0,0,1,0,Gol,4,EiendomsMegler 1,15.0,0,0,1
"Mosseveien 69, 1610 Fredrikstad",3450000,87670,0,3537670,365.2916666666667,Selveier,1,49.0,52.0,2,2021,D - rød,Ny 2-roms leilighet i 2. etasje med høy standard - oppgradert standard med bl.a 1 stavs eike parkett - Garasjeplass,EiendomsMegler 1 Fredrikstad,0,0,1,0,0,0,0,Fredrikstad,0,EiendomsMegler 1,15.0,0,0,1
"Kristins vei 34, 0669 Oslo",3150000,207000,8658,3150000,3131.0,Andel,1,48.0,56.0,1,1965,G - rød,Lekker 2-roms m/nytt bad fra høsten 2020|Innglasset balkong m/utsikt|Walk in-garderobe/kontor|Perfekt førstegangskjøp!,EiendomsMegler 1 Gamle Oslo,1,1,0,0,0,0,0,Oslo,56,EiendomsMegler 1,1.0,0,1,0
"Jordalgata 2, 0657 Oslo",3700000,315364,1164,3700000,3895.0,Andel,1,44.0,44.0,3,2003,E - rød,"Arealeffektiv 2-r fra 2003 med balkong på ca. 6,5m²|Heis|Felles takterrasse|Garasjeleie etter venteliste|Supersentralt",EiendomsMegler 1 Gamle Oslo,1,0,1,1,0,1,0,Oslo,18,EiendomsMegler 1,10.0,0,1,0
"Hølandsgata 22B, 0655 Oslo",4400000,56385,112783,4400000,2841.0,Selveier,2,50.0,50.0,5,1939,F - gul,Lys og herlig 3-roms toppleilighet med nydelig panoramautsikt | Balkong |TG1 på alt |Fyring og v.vann ink. |Uten innsyn!,EiendomsMegler 1 Gamle Oslo,1,1,0,0,0,0,1,Oslo,82,EiendomsMegler 1,10.0,0,0,1
"Storgata 55, 3182 Horten",1600000,191556,1210,1600000,4666.0,Andel,1,50.0,53.0,3,1995,D - rød,"Pen 2-roms andelsleilighet i 3. etg med heis og balkong, i hyggelig borettslag for seniorer.",EiendomsMegler 1 Horten,1,0,0,1,0,0,0,Horten,26,EiendomsMegler 1,15.0,0,1,0
"Sandeveien 24Z, 3184 Borre",1450000,772924,1210,1450000,6167.0,Andel,2,57.0,60.0,1,2005,E - mørkegrønn,Pen 3-roms andelsleilighet med vestvendt terrasse med direkte adkomst til felles områder.,EiendomsMegler 1 Horten,0,0,0,0,0,0,0,Borre,16,EiendomsMegler 1,12.0,0,1,0
"Terje Vigens vei 39, 4083 Hundvåg",1890000,149903,960,1890000,4083.0,Andel,1,49.0,54.0,2,1980,F - rød,Lettstelt leilighet i etablert boligområde - fast garasjeplass i lukket anlegg.,EiendomsMegler 1 Hundvåg,0,0,1,0,0,0,0,Hundvåg,41,EiendomsMegler 1,6.0,0,1,0
"Raunåkerstubben 3, 4342 Undheim",2390000,60920,0,2450920,542.5,Selveier,3,68.0,68.0,2,2016,B - rød,Innholdsrik og pen leilighet over 2 plan. 3 soverom + kontor!,EiendomsMegler 1 Jærmegleren,0,0,0,0,0,0,0,Undheim,5,EiendomsMegler 1,26.0,0,0,1
"Ole Kyllingstads veg 4, 4350 Kleppe",2590000,52631,65920,2590000,2023.0,Selveier,2,65.0,68.0,3,2006,C - rød,Velholdt leilighet med 2 soverom - midt i Kleppekrossen. Lukket parkering.,EiendomsMegler 1 Jærmegleren,0,0,0,0,1,0,0,Kleppe,15,EiendomsMegler 1,20.0,0,0,1
"Røyskattveien 6D, 1413 Tårnåsen",3200000,494556,1164,3200000,4315.0,Andel,2,65.0,80.0,2,1969,G - rød,"Moderne og nyoppusset 3-r andelsleilighet | Vestvendt, innglasset balkong på ca. 15 m² | Nyere baderom | Rett ved marka",EiendomsMegler 1 Kolbotn,1,0,0,0,0,0,0,Tårnåsen,52,EiendomsMegler 1,1.0,0,1,0
"Børresens veg 4E, 2615 Lillehammer",2675000,68040,0,2743040,953.5833333333334,Selveier,1,44.0,47.0,2,2012,C - rød,"Lekker og tiltalende selveierleilighet med garasjeplass, vestvendt balkong og bod. Sentrumsnær beliggenhet!",EiendomsMegler 1 Lillehammer,1,0,1,0,0,1,0,Lillehammer,9,EiendomsMegler 1,20.0,0,0,1
"Faldalsveien 3, 1900 Fetsund",5000000,23626,1164,5000000,4915.0,Andel,2,96.0,99.0,4,2003,D - rød,"Sjelden anledning! Stor 3(4)-roms i toppetasjen med stor veranda, garasjeplass og heis | Moderniseringsbehov | Sentralt",EiendomsMegler 1 Lillestrøm,0,0,1,1,0,1,0,Fetsund,18,EiendomsMegler 1,15.0,0,1,0
"Ragnhild Jølsens veg 40A, 2006 Løvenstad",3100000,376748,8658,3100000,5778.0,Andel,2,72.0,83.0,3,1964,G - lysegrønn,Lys og gjennomgående 3-roms med stor innglasset balkong | Parkeringsplass | Fyring og v.vann inkl | Rett ved Østmarka,EiendomsMegler 1 Lillestrøm,1,0,0,0,1,0,0,Løvenstad,57,EiendomsMegler 1,4.0,0,1,0
"Heggeveien 8 D, 1481 Hagan",2300000,8658,0,2308658,36.074999999999996,Andel,1,44.0,44.0,2,1999,E - rød,Lys og arealeffektiv 2-roms leilighet med uteplass på 21 m² og carport - Perfekt førstegangskjøp!,EiendomsMegler 1 Lørenskog,0,0,0,0,0,0,0,Hagan,22,EiendomsMegler 1,10.0,0,1,0
"Vangsveien 7B, 4517 Mandal",1790000,45920,0,1835920,191.33333333333334,Selveier,2,71.0,78.0,1,1990,E - oransje,Fin leilighet med stor terrasse. Barnevennlig område.,EiendomsMegler 1 Mandal,0,0,0,0,0,0,0,Mandal,31,EiendomsMegler 1,11.0,0,0,1
"Boganesveien 1E, 4020 Stavanger",3090000,361531,8454,3090000,3122.0,Andel,3,88.0,88.0,1,1986,F - rød,Flott og modernisert leilighet med 3 soverom og parkering m/ el-bil lader. Solrik og skjermet hage. Egen inngang.,EiendomsMegler 1 Mariero,0,0,0,0,1,0,0,Stavanger,35,EiendomsMegler 1,6.0,0,1,0
"Kantarellstien 52, 1529 Moss",2800000,151305,1210,2800000,4696.0,Andel,3,96.0,96.0,3,1979,G - rød,Pen 4-roms toppleilighet med vestvendt veranda. Beliggende barnevennlig og usjenert - Sentralt!,EiendomsMegler 1 Moss,0,0,0,0,0,1,1,Moss,42,EiendomsMegler 1,1.0,0,1,0
"Strømshauggata 2D, 3300 Hokksund",2890000,73670,0,2963670,169.16666666666666,Selveier,2,70.0,74.0,2,2004,G - rød,Nymalt og innbydende 3-roms eierleilighet- svært sentral beliggenhet - garasje - hyggelig balkong,EiendomsMegler 1 Nedre Eiker,1,0,1,0,0,0,0,Hokksund,17,EiendomsMegler 1,1.0,0,0,1
"Herslebs gate 4C, 0561 Oslo",4500000,274853,1164,4500000,4270.0,Andel,2,52.0,52.0,4,1896,G - rød,"Gjennomgående, lys og pen 3-roms andelsleilighet. Meget populært og urbant område på Grünerløkka. Ingen forkjøpsrett.",EiendomsMegler 1 Oslo Sentrum,0,0,0,0,0,0,0,Oslo,125,EiendomsMegler 1,1.0,0,1,0
"Thor Olsens gate 4A, 0177 Oslo",2490000,27000,1164,2490000,1036.0,Andel,0,19.0,19.0,1,1892,G - rød,Ettertraktet 1 (2) roms | 25 kvm inkl. tilleggsrom | Lave kostnader | Sjarmerende historisk bygård,EiendomsMegler 1 Oslo Sentrum,0,0,0,0,0,0,0,Oslo,129,EiendomsMegler 1,1.0,0,1,0
"Bjerregaards gate 29E, 0172 Oslo",7900000,13782,198874,7900000,3280.0,Selveier,3,82.0,82.0,5,1932,F - mørkegrønn,"Toppleilighet med fantastisk takterrasse i populære ""Bjerra""! 3 soverom - Nyere baderom - Svært pen bakgård",EiendomsMegler 1 Oslo Sentrum,0,0,0,0,0,0,1,Oslo,89,EiendomsMegler 1,8.0,0,0,1
"Urtegata 24A, 0187 Oslo",4300000,148172,108874,4300000,3486.0,Selveier,1,56.0,56.0,1,1990,F - rød,"Nyoppusset, lekker 2-roms eierleilighet. Attraktiv beliggenhet og nærhet til ""alt"".",EiendomsMegler 1 Oslo Sentrum,0,0,0,0,0,0,0,Oslo,31,EiendomsMegler 1,6.0,0,0,1
"Valen 3, 4070 Randaberg",1190000,2542500,960,1190000,5073.0,Andel,2,76.0,80.0,3,2018,C - mørkegrønn,"Moderne, strøken og oppgradert 3-romsleilighet, innglasset og fullisolert balkong, parkering i garasjeanlegg",EiendomsMegler 1 Randaberg,1,0,1,0,1,0,0,Randaberg,3,EiendomsMegler 1,22.0,0,1,0
"Geitastova 1, 4031 Stavanger",3190000,80920,0,3270920,596.0,Selveier,2,66.0,70.0,2,2018,C - mørkegrønn,"Nyere, flott og solrik selveierleilighet med særdeles fint beliggenhet på hjørne i 2. etasje.",EiendomsMegler 1 Randaberg,0,0,0,0,0,0,0,Stavanger,3,EiendomsMegler 1,22.0,0,0,1
"Hagalia 38, 3219 Sandefjord",3030000,81170,0,3111170,782.9166666666666,Selveier,2,72.0,76.0,1,2014,C - oransje,"Lys og lekker 3-roms leilighet i et rolig og attraktivt område ca 2,5 km fra sentrum. Solrik terrasse- garasje.",EiendomsMegler 1 Sandefjord,0,0,1,0,0,1,0,Sandefjord,7,EiendomsMegler 1,21.0,0,0,1
"Fjellhøyveien 49D, 1718 Greåker",3490000,1373076,1210,3490000,8457.0,Andel,2,112.0,117.0,2,2011,D - rød,Stor leilighet beliggende 2.etg. Stor balkong med utsikt og gode solforhold. Garasje. Heis. Callinganlegg.,EiendomsMegler 1 Sarpsborg,1,1,1,1,0,0,0,Greåker,10,EiendomsMegler 1,15.0,0,1,0
"Lørenveien 63A, 0585 Oslo",5190000,136374,0,5326374,568.225,Selveier,2,56.0,56.0,1,2019,C - mørkegrønn,Moderne og pen 3-roms med stor terrasse -Bygget i 2019 -Høy standard -Parkeringsplass med el-lader-Lave felleskostnader!,EiendomsMegler 1 Sinsen,0,0,0,0,1,0,0,Oslo,2,EiendomsMegler 1,22.0,0,0,1
"Nils Huus' gate 18, 0482 Oslo",3190000,2011,81124,3190000,1796.0,Selveier,1,33.0,33.0,4,1965,E - rød,Pen og arealeffektiv 2-roms. Heis. Perfekt førstegangskjøp. Godt utleieobjekt. Lave fk. Balkong vedtatt. Sentralt.,EiendomsMegler 1 Sinsen,1,0,0,1,0,1,0,Oslo,56,EiendomsMegler 1,10.0,0,0,1
"Prest Fønhus vei 38, 1825 Tomter",2940000,74874,0,3014874,463.3333333333333,Selveier,2,78.0,78.0,1,2006,F - rød,Attraktiv 3-roms leilighet med peis og stor terrasse. Gode solforhold. Garasje. God beliggenhet i ytterkant av feltet,EiendomsMegler 1 Ski,0,0,1,0,0,0,0,Tomter,15,EiendomsMegler 1,6.0,0,0,1
"Cappelens gate 10, 3717 Skien",1722000,301080,1235,1722000,6126.0,Andel,2,69.0,69.0,3,2004,C - rød,Praktisk seniorbolig med 2 soverom i 3. etg. - Heis - Sentralt på Lie - Balkong mot trivelig bakgård,EiendomsMegler 1 Skien,1,0,0,1,0,1,0,Skien,17,EiendomsMegler 1,20.0,0,1,0
"Håvundvegen 19, 3715 Skien",932790,175796,1235,932790,5691.0,Andel,1,55.0,55.0,1,1997,D - rød,Lys og lettvint 2-roms seniorbolig - Solrik veranda med flott utsikt mot Gjerpensdalen,EiendomsMegler 1 Skien,0,1,0,0,0,0,0,Skien,24,EiendomsMegler 1,15.0,0,1,0
"Nedre Maihaugen 4, 3741 Skien",1250000,489320,1235,1250000,5808.0,Andel,2,78.0,86.0,2,1974,E - rød,Lys og trivelig 3-roms i 2. etg. i velholdt borettslag - Fin innglasset balkong mot vest - nær turområder i Gulsetmarka,EiendomsMegler 1 Skien,1,0,0,0,0,0,0,Skien,47,EiendomsMegler 1,10.0,0,1,0
"Kongerødvegen 55B, 3737 Skien",1290000,155859,1235,1290000,3961.0,Andel,1,54.0,63.0,1,1966,F - gul,"Flott og oppusset leilighet i høy 1.etg. Flotte gulver, og nyere kjøkken og bad. Fin beliggenhet.",EiendomsMegler 1 Skien,0,0,0,0,0,0,0,Skien,55,EiendomsMegler 1,10.0,0,1,0
