Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,sentrum,toppleilighet,By,Alder,simp_megler,Energimerking_encoded,Aksje,Andel,Selveier
"Kvernslåttvegen 17, 5237 Rådal",3450000,12846,95220,3450000,2616.0,Selveier,2,65.0,65.0,3,2005,E - mørkegrønn,Råstølen - Nydelig 3-roms leilighet i toppetasjen m/garasjeplass. Heis. Sentralt. Bybanestopp og butikker like ved.,missing_value,0,0,1,1,0,1,0,Rådal,16,missing_value,12.0,0,0,1
"Johan Falkbergets veg 5, 2816 Gjøvik",1800000,283977,15506,1800000,4099.0,Andel,1,50.0,50.0,2,1957,G - rød,GJØVIK - Lettstelt og pen 2-roms leilighet i 2. etasje - vestvendt balkong med sentral og god beliggenhet!,missing_value,1,0,0,0,0,0,0,Gjøvik,64,missing_value,1.0,0,1,0
"Manganveien 49A, 4629 Kristiansand S",2190000,130559,12925,2190000,3637.0,Andel,2,71.0,71.0,3,1965,G - rød,VISNING 30/06! Lekker 3-romsleilighet i tredje og øverste etasje | Stor solrik balkong | Parkering på fellestomt,missing_value,1,0,0,0,1,0,0,S,56,missing_value,1.0,0,1,0
"Tvetenveien 15, 0666 Oslo",3250000,77000,8626,3250000,2576.0,Andel,1,40.0,40.0,1,1953,F - rød,Pen og arealeffektiv 2-roms med vestvendt balkong på 7 m². Populært område med mye grøntareal. Ca. 15 min til sentrum!,missing_value,1,0,0,0,0,1,0,Oslo,68,missing_value,6.0,0,1,0
"Hammarn 12, 8003 Bodø",4900000,3184652,960,4900000,12655.0,Andel,4,127.0,127.0,7,2008,E - rød,Innbydende 5-roms frontleilighet i 7 etg i Bodø Panorama med fabelaktig utsikt - 2 balkonger - 2 parkeringsplasser,missing_value,1,1,0,0,1,0,0,Bodø,13,missing_value,10.0,0,1,0
"Spireaveien 10A, 0580 Oslo",3800000,56000,97742,3800000,3274.0,Selveier,1,47.0,47.0,3,2005,D - rød,Pen 2-roms selveierleilighet med solrik balkong. Arealeffektiv planløsning. Garasjeplass. Lave felleskostnader!,missing_value,1,0,1,0,0,0,0,Oslo,16,missing_value,15.0,0,0,1
"Konnerudgata 10D, 3045 Drammen",2990000,34442,76092,2990000,6205.0,Selveier,2,81.0,83.0,4,1939,G - mørkegrønn,Stor fin eierleili. i 4 Etg. Nytt kjøkken. Meget sentralt. Fin utsikt. Stor balkong. Heis. Meget kort vei til tog/buss.,missing_value,1,1,0,1,0,1,0,Drammen,82,missing_value,3.0,0,0,1
"Hjalmar Johansens gate 179, 9007 Tromsø",1400000,2018679,1132,1400000,12349.0,Andel,2,55.0,58.0,3,2007,D - mørkegrønn,Fin 3-roms andelsleilighet med sentral beliggenhet|Felles takterrasse|Gode bussforbindelser,missing_value,0,0,0,0,0,0,0,Tromsø,14,missing_value,17.0,0,1,0
"Wesenbergsmauet 4, 5003 Bergen",3470000,394082,1132,3470000,3024.0,Andel,2,53.0,53.0,3,1896,F - rød,Nydelig 3-roms toppleilighet |God standard |Totaloppusset bygg i 2013 |Vestvendt med herlig utsikt |Ingen dok.avg.,missing_value,0,1,0,0,0,0,1,Bergen,125,missing_value,6.0,0,1,0
"Knappane 38D, 5414 Stord",1290000,33592,0,1323592,139.96666666666667,Selveier,2,53.0,55.0,1,1998,D - rød,Lettstelt leilighet i 1.etasje med 2 soverom,missing_value,0,0,0,0,0,0,0,Stord,23,missing_value,15.0,0,0,1
"Karl Johans gate 3, 1776 Halden",1450000,133290,0,1583290,555.375,Andel,2,66.0,66.0,3,1957,F - mørkegrønn,Gjennomgående 3-roms leilighet med renoveringsbehov - Sentralt - Balkong med ettermiddagssol - Flott utsikt,missing_value,1,1,0,0,0,1,0,Halden,64,missing_value,8.0,0,1,0
"Kallandsheia 18B, 4887 Grimstad",2250000,67620,0,2317620,1149.0833333333333,Selveier,2,74.0,74.0,2,2017,C - rød,"Nyere topp og ende leilighet med gode solforhold, parkering og bod i kjeller.",missing_value,0,0,0,0,1,0,0,Grimstad,4,missing_value,20.0,0,0,1
"Novikveien 52 C, 8800 Sandnessjøen",1050000,370355,960,1050000,6438.0,Andel,2,61.0,64.0,1,2000,C - rød,Visning 1. juli! Moderne 3- roms leilighet i 1. etasje I sentralt I nært skoler og idrettsarena,missing_value,0,0,0,0,0,1,0,Sandnessjøen,21,missing_value,20.0,0,1,0
"Ole R. Gjems veg 50, 2212 Kongsvinger",7000000,176342,0,7176342,249.75,Selveier,3,126.0,132.0,5,2017,C - mørkegrønn,"Innbydende og påkostet toppleilighet på 132 m², med sentral beliggenhet og heis - Solrik terrasse med utsikt mot Glomma.",missing_value,0,1,0,1,0,0,1,Kongsvinger,4,missing_value,22.0,0,0,1
"Tunveien 24 (leil. B401), 1820 Spydeberg",5190000,34902,0,5224902,145.42499999999998,Selveier,3,113.0,117.0,4,2020,A - mørkegrønn,Spydeberg // Ny 4-roms hjørneleilighet med god standard og to romslige balkonger // lave fellesutgifter,missing_value,1,0,0,0,0,0,0,Spydeberg,1,missing_value,32.0,0,0,1
"Skolgemyrane 26, 6060 Hareid",2450000,123456,0,2573456,1468.0,Selveier,3,105.0,112.0,2,2018,C,Nyere og pen 4-roms leilighet | Sentralt | Solrikt |Utsikt,missing_value,0,1,0,0,0,1,0,Hareid,3,missing_value,25.0,0,0,1
"Svend Foyns gate 1 A, 3126 Tønsberg",2800000,356000,1132,2800000,6002.0,Andel,3,104.0,105.0,2,1855,G - oransje,Nydelig sentrumsleilighet med 3 soverom beliggende i vakre Foyngården,missing_value,0,0,0,0,0,1,0,Tønsberg,166,missing_value,2.0,0,1,0
"Øvre Sædalsvegen 18, 5099 Bergen",3700000,101070,0,3801070,1291.0,Selveier,2,82.0,86.0,1,2017,D - rød,SÆDALEN - Strøken 3(4)-roms eierleilighet fra 2017. Vestvendt uteplass med gode solforhold. Kort vei til skole.,missing_value,0,0,0,0,0,0,0,Bergen,4,missing_value,15.0,0,0,1
"Stavangergata 44B, 0467 Oslo",4300000,58000,8626,4300000,2781.0,Andel,1,56.0,57.0,5,1951,G - oransje,Nyt en av Bjølsens råeste utsikter i denne fine gjennomgående 2-roms leiligheten med solrik balkong! Peis,missing_value,1,1,0,0,0,0,0,Oslo,70,missing_value,2.0,0,1,0
"Fjellgata 51, 0566 Oslo",3350000,121000,12620,3350000,3380.0,Aksje,1,35.0,35.0,2,1932,D - rød,"Sjarmerende og stilig 2-roms med originale tregulv og slette pene overflater! Ingen forkjøpsrett, internett/tv inkl.",missing_value,0,0,0,0,0,0,0,Oslo,89,missing_value,15.0,1,0,0
"Odvar Solbergs vei 190, 0973 Oslo",2700000,548000,15554,2700000,5090.0,Andel,2,81.0,97.0,3,1972,D - rød,Hyggelig og velholdt 3-roms andelsleilighet med innglasset balkong - Heis - Markanært - Barnevennlig - Garasjeplass!,missing_value,1,0,1,1,0,0,0,Oslo,49,missing_value,15.0,0,1,0
"Åssiden 3B, 1860 Trøgstad",1100000,187927,1132,1100000,3509.0,Andel,1,49.0,49.0,2,2007,F - rød,2-roms andelsleilighet i 2.etg | Vestvendt veranda med gode solforhold og et luftig utsyn | Oppussing,missing_value,0,0,0,0,0,0,0,Trøgstad,14,missing_value,6.0,0,1,0
"Tollbodgata 73B, 4614 Kristiansand S",1650000,329990,12925,1650000,3353.0,Andel,2,39.0,39.0,1,1887,G - rød,VISNING 1/7! Lekker totaloppusset 3-romsleilighet i sentrum | Felles bakgård/takterrasse | Parkering etter ansienintet,missing_value,0,0,0,0,1,1,0,S,134,missing_value,1.0,0,1,0
"Sandhorngata 31, 8008 Bodø",3990000,101092,0,4091092,916.9166666666666,Selveier,2,91.0,113.0,1,1955,E - rød,Romslig og innbydende 3-roms selveier | Leieinntekter | Innglasset balkong | Sentralt,missing_value,1,0,0,0,0,1,0,Bodø,66,missing_value,10.0,0,0,1
"Tennisveien 7, 4021 Stavanger",2990000,679000,1132,2990000,7011.0,Andel,2,99.0,99.0,2,1978,F - rød,Moderne og innbydende leilighet med god standard | To balkonger med gode solforhold | Garasjeplass,missing_value,1,0,1,0,0,0,0,Stavanger,43,missing_value,6.0,0,1,0
"Orrevegen 14, 2006 Løvenstad",2600000,117995,8626,2600000,4215.0,Andel,1,57.0,65.0,1,1968,F - mørkegrønn,"Lys og romslig 2-roms leilighet i høy 1. etasje. Innglasset balkong - Garasje og P-plass - Sentralt, nær buss og butikk!",missing_value,1,0,1,0,0,1,0,Løvenstad,53,missing_value,8.0,0,1,0
"St. Olavs vei 33, 4631 Kristiansand S",2650000,816534,7860,2650000,5925.0,Andel,2,70.0,83.0,9,1962,G - mørkegrønn,Flott 3- roms toppleilighet med en nydelig utsikt midt på Lund I Heis I Felles parkering I Innglasset balkong,missing_value,1,1,0,1,1,0,1,S,59,missing_value,3.0,0,1,0
"Vågsbygd ringvei 6D, 4620 Kristiansand S",3000000,3519,0,3003519,951.0,Selveier,3,132.0,139.0,2,1999,E - gul,Stor selveierleilighet over to plan med garasje. 3 (4) soverom og 2 bad.,missing_value,0,0,1,0,0,0,0,S,22,missing_value,14.0,0,0,1
"Tyttebærlia 40B, 2053 Jessheim",3200000,1608,81342,3200000,1606.0,Selveier,2,65.0,67.0,2,2005,E - oransje,Lys og velholdt selveierleilighet i 2. etasje med lave felleskostnader. Solrik balkong og fin beliggenhet innerst i blin,missing_value,1,0,0,0,0,0,0,Jessheim,16,missing_value,11.0,0,0,1
"Antenneveien 3, 1154 Oslo",3500000,101000,15554,3500000,2695.0,Andel,1,52.0,52.0,5,1955,E - rød,Lekker 2-roms i blokkens toppetg. Grønt og fritt utsyn. Sydvendt balkong. Flislagt bad og delikat kjøkken! Peis.,missing_value,1,0,0,0,0,0,0,Oslo,66,missing_value,10.0,0,1,0
"Havnegata 5, 1555 Son",7200000,181342,0,7381342,816.3333333333334,Selveier,2,75.0,75.0,4,2007,D - rød,Praktfull TOPPLEILIGHET i Son sentrum ved sjøkanten - Stor solrik terrasse - Utsikt - Garasje - Heis,missing_value,0,1,1,1,0,1,1,Son,14,missing_value,15.0,0,0,1
"Oluf Melvolds gate 66, 2318 Hamar",2650000,84000,1132,2650000,6370.0,Andel,3,85.0,94.0,4,1964,G - mørkegrønn,4-roms toppleilighet med flott utsyn og god solgang. Heis/innglasset balkong.,missing_value,1,0,0,1,0,0,1,Hamar,57,missing_value,3.0,0,1,0
"Jærveien 124, 4321 Sandnes",2745000,69962,0,2814962,291.5083333333333,Selveier,2,60.0,78.0,4,2012,B - gul,Meget tiltalende 3-roms selveierleilighet med stor innglasset balkong | 2 soverom | Parkering i lukket anlegg,missing_value,1,0,0,0,1,0,0,Sandnes,9,missing_value,30.0,0,0,1
"Trekolvegen 9, 6854 Kaupanger",2800000,78742,0,2878742,1482.1666666666667,Selveier,2,70.0,74.0,1,2016,C - rød,Attraktiv 3-roms i Bråtane med trappefri adkomst og store terrasse | Nydeleg utsikt,missing_value,0,1,0,0,0,0,0,Kaupanger,5,missing_value,20.0,0,0,1
"Bergsligata 7, 7017 Trondheim",4740000,119842,0,4859842,1265.3333333333333,Selveier,3,108.0,108.0,3,1912,F - oransje,"Meget pen og lys leilighet med stor takøyde - 3 soverom og 2 stuer - nærhet til ""alt""",missing_value,0,0,0,0,0,0,0,Trondheim,109,missing_value,7.0,0,0,1
"Kringsjå 11B, 1605 Fredrikstad",2200000,125686,1132,2200000,3296.0,Andel,1,52.0,52.0,1,1974,D - rød,Kringsjå - Pen endeleilighet i sentrumsnært og attraktivt boligområde!,missing_value,0,0,0,0,0,1,0,Fredrikstad,47,missing_value,15.0,0,1,0
"Balsfjordvinden 12, 9006 Tromsø",2450000,819471,960,2450000,9527.0,Andel,2,58.0,61.0,3,2004,D - rød,Pen og moderne 3-roms toppetasjes leilighet med solrik veranda og parkeringsplass,missing_value,0,0,0,0,1,0,0,Tromsø,17,missing_value,15.0,0,1,0
"Høylundsvingen 14 D, 1850 Mysen",2450000,62592,0,2512592,260.8,Selveier,3,99.0,100.0,2,1939,G - oransje,"Stor, tiltalende 4-roms selveier på 100 m² med solrike uteplasser og biloppstillingsplass beliggende ved Mysen sentrum.",missing_value,0,0,0,0,0,1,0,Mysen,82,missing_value,2.0,0,0,1
"Møllendalsveien 62D, 5009 Bergen",2180000,3314000,1132,2180000,16848.0,Andel,2,69.0,73.0,4,2016,B - mørkegrønn,Lekker 3-roms leil. med garasjeplass og solrik balkong. Nydelig utsikt mot Store Lungegårdsvann/Fjellsiden. IN-ordning.,missing_value,1,1,1,0,0,0,0,Bergen,5,missing_value,28.0,0,1,0
"Dalevegen 44, 6270 Brattvåg",2350000,70322,0,2420322,293.0083333333333,Selveier,2,83.0,123.0,2,1998,D - rød,Flott leilighet med 2 soverom og veranda i Åsen Terrasse. Egen garasje med bod i bakkant. Heis i bygget,missing_value,0,0,1,1,0,0,0,Brattvåg,23,missing_value,15.0,0,0,1
"Riihimækiveien 5, 2013 Skjetten",3690000,107362,8626,3690000,4986.0,Andel,3,92.0,110.0,1,1975,G - rød,Flott 4-roms leilighet på bakkeplan. Vestvendt terrasse. Kjøkken og helfliset bad fra 2014. Garasjeplass. Sentralt.,missing_value,0,0,1,0,0,1,0,Skjetten,46,missing_value,1.0,0,1,0
"Brønndalen 74, 5176 Loddefjord",1790000,158000,0,1948000,658.3333333333334,Andel,1,56.0,61.0,2,1976,F - rød,"Flott 2-roms andelsleilighet med trappefri tilkomst, herlig terrasse, god lagringsplass og sentral beliggenhet!",missing_value,0,0,0,0,0,0,0,Loddefjord,45,missing_value,6.0,0,1,0
"Lægdgrinda 13, 7026 Trondheim",1930000,969809,8626,1930000,7818.0,Andel,2,63.0,69.0,2,2005,D - rød,Nyere 3-roms leilighet fra 2006 - Egen carport - In-ordning - Vestvendt balkong - Nærhet til marka - Ingen dok.avgift.,missing_value,1,0,0,0,0,0,0,Trondheim,16,missing_value,15.0,0,1,0
"Solåsen 2G, 5223 Nesttun",3790000,103320,0,3893320,928.75,Selveier,2,76.0,80.0,4,2014,C - mørkegrønn,SOLÅSEN - Stilren 3 roms selveierleilighet i 4. etasje med strålende beliggenhet. Garasjeplass.,missing_value,0,0,1,0,0,0,0,Nesttun,7,missing_value,22.0,0,0,1
"Georg Frølichs vei 19, 1482 Nittedal",4650000,117592,0,4767592,489.9666666666667,Selveier,3,80.0,86.0,1,2017,C - mørkegrønn,"Nyere, lekker 4-roms selveier med romslig markterrasse, garasjeplass og trappefri adkomst. Nær marka og tog.",missing_value,0,0,1,0,0,0,0,Nittedal,4,missing_value,22.0,0,0,1
"Hokkåsflata 11, 8028 Bodø",2270000,376035,1132,2270000,4491.0,Andel,1,47.0,64.0,3,1985,E - rød,Flott og arealeffektiv 2-roms leilighet med nærhet til Mørkved Bydelssenter med Innglasset balkong,missing_value,1,0,0,0,0,0,0,Bodø,36,missing_value,10.0,0,1,0
"Åkebergveien 24B, 0650 Oslo",3500000,130301,1132,3500000,3427.0,Andel,2,46.0,46.0,2,1889,F - rød,Lys og moderne 3-roms med takhøyde på over 3 meter - Ny fra 2007 - Tv og bredbånd inkl. - Ingen forkjøpsrett!,missing_value,0,0,0,0,0,0,0,Oslo,132,missing_value,6.0,0,1,0
"Sørkedalsveien 9A, 0369 Oslo",8250000,38000,1132,8250000,4418.0,Andel,2,65.0,68.0,7,2008,E - rød,Spektakulær leilighet med privat takterrasse og 12 kvm balkong |Høy standard| Heis | Garasje m/ EL | Ingen dok.avg,missing_value,1,0,1,1,0,0,0,Oslo,13,missing_value,10.0,0,1,0
"Apotekergata 13, 3187 Horten",5700000,143842,0,5843842,584.6666666666666,Selveier,2,105.0,132.0,4,2012,C - mørkegrønn,"STRØKEN, oppusset selveierleilighet i 4.etg med høy finish - 2 bad/wc - Vestvendt innglasset veranda - Parkeringsplass",missing_value,0,0,0,0,1,0,0,Horten,9,missing_value,22.0,0,0,1
"Herkulesvegen 3B, 2165 Hvam",1700000,190706,8626,1700000,4373.0,Andel,1,35.0,37.0,1,2000,D - rød,"Funksjonell 2-roms andelsleilighet i ende av rekkehus - Usjenert, sydvendt uteplass - Biloppstillingsplass.",missing_value,0,0,0,0,0,0,0,Hvam,21,missing_value,15.0,0,1,0
"Inges gate 31, 2004 Lillestrøm",3850000,41462,97592,3850000,3000.0,Selveier,2,65.0,112.0,1,1955,E - gul,"Lekker 3-roms med attraktiv og barnevennlig beliggenhet, med fine uteområder. Uinnredet kjeller. Biloppstilling.",missing_value,0,0,0,0,0,0,0,Lillestrøm,66,missing_value,14.0,0,0,1
"Strømsbuneset 9B, 4839 Arendal",2350000,70120,0,2420120,1210.5833333333333,Selveier,2,70.0,72.0,1,1991,F - oransje,3-roms leilighet sentralt i Arendal - sjønær leilighet-like vest for sentrum-brygge-parkeringsplass,missing_value,0,0,0,0,1,1,0,Arendal,30,missing_value,7.0,0,0,1
"Aspesvingen 32, 9517 Alta",2990000,76092,0,3066092,891.25,Selveier,1,52.0,63.0,2,2018,D - oransje,Nyere 2(3)-roms leilighet med attraktiv beliggenhet - Fin utsikt- God takhøyde - Carport med sportsbod,missing_value,0,1,0,0,0,0,0,Alta,3,missing_value,16.0,0,0,1
"Ringkollgrenda 4E, 3227 Sandefjord",1390000,164602,1132,1390000,3114.0,Andel,1,57.0,69.0,5,1978,E - rød,Flott og praktisk leilighet med god beliggenhet i 5.etg. Heis. Garasje,missing_value,0,0,1,1,0,0,0,Sandefjord,43,missing_value,10.0,0,1,0
"Stabells gate 6, 3510 Hønefoss",3490000,70908,90342,3490000,4291.0,Selveier,4,110.0,110.0,3,1908,E - rød,Meget tiltalende 5-roms eierleilighet m/ balkong og heis. Fasaderehabilitering 2018. Sentralt. Godt investeringsobjekt.,missing_value,1,0,0,1,0,1,0,Hønefoss,113,missing_value,10.0,0,0,1
"Bentnesveien 31, 6512 Kristiansund N",790000,218527,1162,790000,4300.0,Andel,1,56.0,56.0,2,1954,F - rød,"PÅMELDINGSVISNING - Pent oppusset leilighet i 1.etasje med meget flott bad, stor balkong og parkering!",missing_value,1,0,0,0,1,0,0,N,67,missing_value,6.0,0,1,0
"Bergkrystallen 4, 1155 Oslo",4300000,327000,13154,4300000,3233.0,Andel,2,65.0,65.0,1,1952,F - rød,Rålekker nyoppusset 3-roms leilighet m/sydvendt balkong - Mulighet for trapp m/markterrasse - Peis - Flott fellesareal,missing_value,1,0,0,0,0,0,0,Oslo,69,missing_value,6.0,0,1,0
"Okstadvegen 235, 7075 Tiller",3490000,88592,0,3578592,1756.0,Selveier,2,74.0,74.0,1,2011,C - mørkegrønn,Moderne 3-roms fra 2011 med pen standard. TG1 på alt. Fjernvarme og balansert ventilasjon. Solrik veranda. Parkering.,missing_value,0,0,0,0,1,0,0,Tiller,10,missing_value,22.0,0,0,1
"Rodeløkka 3, 1778 Halden",840000,347801,0,1187801,1449.1708333333333,Andel,1,33.0,47.0,2,1972,D - rød,2-roms leilighet - sentralt- 2. etasje - innglasset balkong,missing_value,1,0,0,0,0,1,0,Halden,49,missing_value,15.0,0,1,0
"Mørtelverksbakken 25, 0580 Oslo",3850000,97592,0,3947592,406.6333333333334,Selveier,1,41.0,45.0,2,2019,C - mørkegrønn,"Lys & lekker 2-roms med vestvendt balkong|Arealeffektiv planløsning|""Alt"" inkl. i lave FK|Heis|m/utbyggergaranti|Må sees",missing_value,1,0,0,1,0,0,0,Oslo,2,missing_value,22.0,0,0,1
"Sjømannsvegen 17G, 6008 Ålesund",6100000,153842,0,6253842,641.0083333333333,Selveier,3,130.0,134.0,2,2010,D - mørkegrønn,Tiltalende 4-roms leilighet med balkong og flott utsikt - moderne og lettstelt - 2 garasjeplasser - heis i bygget.,missing_value,1,1,1,1,0,0,0,Ålesund,11,missing_value,17.0,0,0,1
"Østbysvingen 1E, 2040 Kløfta",3000000,76342,0,3076342,409.75,Selveier,2,73.0,76.0,2,1999,D - oransje,Lys og pen 3-roms selveier - Solrik terrasse - 2 soverom - Innvendig bod - Sentrumsnært,missing_value,0,0,0,0,0,1,0,Kløfta,22,missing_value,16.0,0,0,1
"Olav Engelbrektssons alle 51, 7040 Trondheim",2450000,235965,10980,2450000,3567.0,Aksje,1,40.0,40.0,4,1955,E - rød,2-roms toppleilighet nær Ringvebukta og Ladestien. Stor vestvendt balkong med gode solforhold. Ingen dok.avg. 2 boder.,missing_value,1,0,0,0,0,0,1,Trondheim,66,missing_value,10.0,1,0,0
"Frysjaveien 7B, 0883 Oslo",4900000,172027,8626,4900000,4109.0,Andel,2,66.0,66.0,3,1953,D - rød,Flott gjennomgående 3-roms - Solrik balkong m/flott utsikt - Barnevennlig - P-plass - Sentralfyr - Ingen dok.avg,missing_value,1,1,0,0,0,0,0,Oslo,68,missing_value,15.0,0,1,0
"Tunveien 24 (leil. B601), 1820 Spydeberg",6390000,34065,0,6424065,141.9375,Selveier,2,109.0,114.0,6,2020,C - mørkegrønn,"Spydeberg // Ny toppleilighet på hele 114 kvm med stor, delvis overbygd takterrasse, heis og garasjeplass",missing_value,0,0,1,1,0,0,1,Spydeberg,1,missing_value,22.0,0,0,1
"Margarethas vei 1, 1473 Lørenskog",2400000,6610,61342,2400000,2084.0,Selveier,0,28.0,29.0,4,2004,C - mørkegrønn,Pen 1-roms leilighet i 4. etasje med heis og garasjeplass -Meget sentralt -Perfekt førstegangskjøp/utleieobjekt,missing_value,0,0,1,1,0,1,0,Lørenskog,17,missing_value,22.0,0,0,1
"Hans Aanruds veg 11B, 2618 Lillehammer",3250000,320165,1132,3250000,5994.0,Andel,3,78.0,78.0,4,1962,G - mørkegrønn,Attraktivt beliggende 4-roms toppleilighet med nyere kjøkken og bad. Garasje og veranda. Kort vei til bl.a. NTG.,missing_value,0,0,1,0,0,0,1,Lillehammer,59,missing_value,3.0,0,1,0
"Asperudtoppen 38, 1258 Oslo",3700000,259478,8557,3700000,4406.0,Andel,2,81.0,84.0,4,1981,G - mørkegrønn,MÅ OPPLEVES! Attraktiv og påkostet toppleilighet med vidstrakt utsikt - Gode solforhold - VV og fyring inkludert.,missing_value,0,1,0,0,0,0,1,Oslo,40,missing_value,3.0,0,1,0
"Vestre Solhellinga 5C, 2067 Jessheim",3750000,95092,0,3845092,415.4166666666667,Selveier,3,86.0,90.0,1,2001,E - oransje,"Romslig og attraktiv 4-roms selveierleilighet fra 2001. Solrik terrasse, garasjeplass og boder. Barnevennlig beliggenhet",missing_value,0,0,1,0,0,0,0,Jessheim,20,missing_value,11.0,0,0,1
"Sørengkaia 39, 0194 Oslo",12900000,323842,0,13223842,1349.3416666666667,Selveier,3,120.0,124.0,2,2016,C - mørkegrønn,Lys 4-roms med skjermet beliggenhet & sjøutsikt fra to balkonger - Garasjeplass m elbil lader - To bad - Heis - Bør ses!,missing_value,1,1,1,1,0,0,0,Oslo,5,missing_value,22.0,0,0,1
"Gjerdrumsgata 24, 2000 Lillestrøm",3890000,98592,0,3988592,410.8,Selveier,1,46.0,46.0,2,2017,B - mørkegrønn,"Attraktiv 2-roms fra 2017 i Lillestrøm med god takhøyde, heis og balkong. Din egen suitte midt i byen!",missing_value,1,0,0,1,0,0,0,Lillestrøm,4,missing_value,28.0,0,0,1
"Slettheiveien 66, 4626 Kristiansand S",1690000,317840,0,2007840,1324.3333333333333,Andel,3,87.0,104.0,2,1968,G - rød,"Stor innbydende 4-roms leilighet med stor innglasset balkong, nyere kjøkken og bad. Parkering.",missing_value,1,0,0,0,1,0,0,S,53,missing_value,1.0,0,1,0
"Ligata 30, 3912 Porsgrunn",2950000,75092,0,3025092,1423.0,Selveier,3,93.0,97.0,1,2015,B - rød,Lekker 4-roms selveierleilighet med alt på en flate - 1. etasje. Lave fellesutgifter.,missing_value,0,0,0,0,0,0,0,Porsgrunn,6,missing_value,26.0,0,0,1
"Trålveien 21, 8013 Bodø",2890000,73420,0,2963420,845.4166666666666,Selveier,1,60.0,71.0,1,2010,D - rød,Stor og flott 2-roms hjørneleilighet i 1.etg fra 2010 - Heis og garasje - Felles takterrasse med jacuzzi!,missing_value,0,0,1,1,0,0,0,Bodø,11,missing_value,15.0,0,0,1
"Auglendsveien 20A, 4019 Stavanger",2690000,75820,0,2765820,453.1666666666667,Selveier,2,52.0,52.0,2,2005,D - oransje,Auglend | Flott 3-roms leilighet med ekstra takhøyde | Solrik balkong og fast parkering,missing_value,1,0,0,0,1,0,0,Stavanger,16,missing_value,16.0,0,0,1
"Jegerveien 25, 0777 Oslo",14300000,358842,0,14658842,1495.175,Selveier,2,137.0,143.0,2,1995,E - rød,Alt du trenger på en flate. Endeleilighet på 143 kvm med stor terrasse - Utsikt og sol kl.10-20. Heis - Peis - 2 Gar.pl.,missing_value,0,1,0,1,0,0,0,Oslo,26,missing_value,10.0,0,0,1
"Astrids vei 13, 1473 Lørenskog",7550000,10391,200052,7550000,6147.0,Selveier,4,137.0,140.0,2,2018,D - mørkegrønn,"Stor 6-roms leilighet + eksklusiv utleieleilighet med 11.847,- leieinntekt i mnd. 2 garasjeplasser og balkong på 9 m².",missing_value,1,0,1,0,0,0,0,Lørenskog,3,missing_value,17.0,0,0,1
"Bjarne Eriksensvei 2, 8160 Glomfjord",200000,485759,1132,200000,5015.0,Andel,1,43.0,43.0,1,2008,D - rød,Lys og praktisk 2-roms leilighet,missing_value,0,0,0,0,0,0,0,Glomfjord,13,missing_value,15.0,0,1,0
